2159,三特索道,-1.13亿,-204.54,9740万,-65.6,1.05亿,539万,6937万,4518万,2.26亿,-1.14亿,-1.15亿
2120,韵达股份,6.81亿,-47.47,143亿,-7.95,129亿,1.02亿,4.51亿,2325万,136亿,8.87亿,8.77亿
2081,金螳螂,10.06亿,-9.17,132亿,-4.21,110亿,2.09亿,3.12亿,4591万,120亿,11.71亿,11.71亿
2067,景兴纸业,1.11亿,-13.73,21.37亿,-16.91,19.25亿,2326万,6139万,1198万,21.43亿,1.21亿,1.19亿
2044,美年健康,-7.82亿,-4747,18.14亿,-50.17,17.33亿,6.69亿,2.45亿,2.09亿,28.76亿,-10.34亿,-10.5亿
2035,华帝股份,1.65亿,-58.36,16.68亿,-43.09,9.16亿,4.14亿,8240万,-482万,15.06亿,1.93亿,1.97亿
2019,亿帆医药,7.18亿,47.98,28.11亿,11.63,13.22亿,2.93亿,2.19亿,1879万,19.76亿,8.45亿,8.45亿
2005,*ST德豪,-1.83亿,-69.05,8.74亿,-39.9,7.89亿,4205万,1.76亿,452万,10.57亿,-1.57亿,-1.8亿
981,*ST银亿,2265万,108.24,49.48亿,28.16,38.4亿,6668万,3.96亿,4.24亿,48.81亿,1.22亿,1.14亿
976,华铁股份,1.72亿,19.98,8.34亿,11.57,4.88亿,1644万,4638万,3848万,6.14亿,2.2亿,2.2亿
975,银泰黄金,6.1亿,39.26,38.02亿,50.4,27.83亿,141万,1.06亿,2415万,30.25亿,8.27亿,8.47亿
972,ST中基,-4474万,-258.6,282万,-98.59,597万,-,2585万,209万,3681万,-4483万,-4481万
971,*ST高升,1075万,41.87,4.02亿,-5.52,2.96亿,983万,4599万,192万,3.76亿,1421万,1328万
969,安泰科技,5020万,-31.42,23.56亿,-5.14,18.88亿,6293万,1.55亿,2646万,22.65亿,1.5亿,9642万
917,电广传媒,-2.67亿,-2492,24.58亿,-15.4,19.75亿,3.02亿,5亿,1.47亿,29.72亿,-1.92亿,-1.73亿
913,钱江摩托,1.25亿,41.14,15.14亿,-19.9,10.82亿,6935万,9963万,-3016万,13.66亿,1.49亿,1.52亿
909,数源科技,1596万,1.09,3.67亿,-13.34,2.97亿,491万,1476万,1800万,3.51亿,2628万,3515万
881,中广核技,1.99亿,320.88,29.66亿,2.49,23.38亿,9278万,2.2亿,6242万,28.18亿,2.27亿,2.36亿
880,潍柴重机,5686万,24.72,15.11亿,13.47,12.64亿,5461万,5154万,-842万,14.66亿,5642万,5656万
876,新希望,31.64亿,102.57,447亿,26.64,389亿,6.45亿,16.21亿,4.31亿,418亿,41.12亿,40亿
850,华茂股份,1.1亿,-63.97,16.27亿,17.37,13.08亿,3336万,5503万,4749万,15.11亿,1.4亿,1.4亿
820,*ST节能,-1.29亿,48.85,323万,-57.02,1843万,75.14万,1498万,5834万,9712万,-8717万,-1.29亿
819,岳阳兴长,-1204万,-145.24,6.29亿,-19.39,5.7亿,771万,3124万,-92.05万,6.13亿,1653万,-790万
801,四川九洲,1233万,225.66,16.34亿,24.93,13.69亿,5113万,6671万,2394万,16.37亿,1490万,1511万
710,贝瑞基因,1.17亿,-53.17,7.21亿,-4.34,3.35亿,1.19亿,6188万,669万,5.83亿,1.42亿,1.42亿
680,山推股份,6443万,46.03,36.93亿,6.08,31.8亿,2.04亿,1.35亿,2975万,36.88亿,6943万,6737万
663,*ST永林,-3157万,-26.73,2.6亿,-29.5,2.12亿,1372万,4460万,3252万,3.05亿,-3219万,-3181万
652,泰达股份,8581万,39.61,56.47亿,-14.86,52.35亿,2284万,1.04亿,3.89亿,57.78亿,879万,777万
651,格力电器,63.62亿,-53.73,706亿,-28.21,548亿,52.51亿,15.22亿,-11.81亿,633亿,75.82亿,76.96亿
639,西王食品,1.8亿,-19.75,26.47亿,-4.58,17.98亿,4.54亿,7986万,7265万,24.5亿,2亿,2.31亿
638,万方发展,-1142万,-157.69,4093万,-1.85,2861万,520万,1270万,251万,5613万,-1493万,-1492万
625,长安汽车,26.02亿,216.17,328亿,9.73,297亿,12.71亿,11.64亿,-9805万,347亿,28.12亿,27.92亿
616,海航投资,-3018万,-4479,3037万,-70.28,2281万,40.89万,1681万,4463万,8501万,-2995万,-3018万
615,京汉股份,-1.93亿,-5842,2.98亿,-78.5,2.52亿,2446万,1.04亿,9459万,5.05亿,-2.04亿,-2.07亿
607,华媒控股,-1672万,-138.91,6.64亿,-20.18,5.44亿,5182万,8806万,1358万,7.04亿,-2579万,-2551万
606,顺利办,5272万,-44.41,24.06亿,210.6,21.9亿,7270万,6344万,306万,23.46亿,5885万,6362万
592,平潭发展,239万,-78.89,3.77亿,-14.8,3.27亿,2145万,3100万,-431万,3.82亿,-13.4万,-50.75万
587,*ST金洲,-13.55亿,-7.58,10.07亿,-11.27,18.95亿,194万,4139万,2.85亿,22.31亿,-14.34亿,-14.36亿
584,哈工智能,-2367万,-167.1,7.7亿,0.57,6.83亿,1669万,4896万,2490万,8.13亿,-3194万,-3101万
